22,MQ1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
23,DOC_CMPS_KFP_0436,n.a.,3.72,n.a.,1.44,0.51,0.76  
24,DOC_CMPS_KFP_0437,n.a.,0.14,n.a.,n.a.,0.28,0.43  
25,DOC_CMPS_KFP_0438,n.a.,0.13,n.a.,n.a.,0.29,0.43  
26,DOC_CMPS_KFP_0439,n.a.,6.27,n.a.,2.18,0.68,0.75  
27,DOC_CMPS_KFP_0440,n.a.,5.38,n.a.,2.33,0.83,0.83  
28,DOC_CMPS_KFP_0441,n.a.,4.17,1.17,2.72,0.60,0.68  
29,DOC_CMPS_KFP_0442,n.a.,0.74,n.a.,1.58,0.44,0.72  
30,DOC_CMPS_KFP_0443,n.a.,1.01,n.a.,0.94,0.62,0.85  
31,DOC_CMPS_KFP_0444,n.a.,1.67,n.a.,1.43,0.68,0.88  
32,DOC_CMPS_KFP_0445,n.a.,108.64,8.41,24.46,65.80,35.04  
33,C-20x,2.43,9.43,16.36,25.15,12.76,25.93  
34,MQ2,n.a.,0.13,n.a.,n.a.,n.a.,n.a.
35,DOC_CMPS_KFP_0446,n.a.,89.51,4.35,23.80,97.23,61.38  
36,DOC_CMPS_KFP_0447,n.a.,52.78,3.24,21.47,74.67,39.90  
37,DOC_CMPS_KFP_0448,0.03,27.81,21.80,25.39,68.48,38.73  
38,DOC_CMPS_KFP_0449,n.a.,57.44,7.12,24.83,72.05,39.60  
39,DOC_CMPS_KFP_0450,n.a.,0.20,n.a.,n.a.,0.30,0.42  
40,DOC_CMPS_KFP_0451,n.a.,0.14,n.a.,n.a.,0.28,n.a.
41,DOC_CMPS_KFP_0452,n.a.,82.90,23.25,24.83,89.00,48.67  
42,DOC_CMPS_KFP_0453,n.a.,61.90,2.12,25.91,70.58,35.93  
43,DOC_CMPS_KFP_0454,n.a.,30.59,n.a.,36.38,55.06,23.59  
44,DOC_CMPS_KFP_0455,n.a.,67.30,6.68,24.27,102.11,64.74  
45,C-20x,2.60,10.09,15.61,25.53,12.89,25.59  
46,MQ3,n.a.,0.13,n.a.,n.a.,n.a.,n.a.
47,DOC_CMPS_KFP_0456,n.a.,0.32,n.a.,0.34,0.35,0.63  
48,DOC_CMPS_KFP_0457,n.a.,0.39,n.a.,0.94,0.35,0.57  
49,DOC_CMPS_KFP_0458,n.a.,0.46,n.a.,0.73,0.38,0.92  
50,DOC_CMPS_KFP_0459,n.a.,0.40,n.a.,0.52,0.37,0.81  
51,DOC_CMPS_KFP_0460,n.a.,0.36,n.a.,n.a.,0.33,0.59  
52,DOC_CMPS_KFP_0461,n.a.,0.37,n.a.,0.58,0.37,0.57  
53,DOC_CMPS_KFP_0462,n.a.,0.40,n.a.,0.60,0.37,0.56  
54,DOC_CMPS_KFP_0463,n.a.,0.13,n.a.,n.a.,n.a.,n.a.
55,DOC_CMPS_KFP_0464,n.a.,0.13,n.a.,n.a.,n.a.,n.a.
56,DOC_CMPS_KFP_0465,n.a.,0.36,n.a.,0.72,0.33,0.61  
57,C-20x,2.52,9.54,16.62,24.88,12.48,25.18  
58,MQ4,n.a.,0.13,n.a.,n.a.,n.a.,n.a.
59,DOC_CMPS_KFP_0466,n.a.,0.38,n.a.,0.62,0.41,0.74  
60,DOC_CMPS_KFP_0467,n.a.,12.95,n.a.,1.39,0.44,0.59  
61,DOC_CMPS_KFP_0468,n.a.,1.55,n.a.,0.63,0.40,0.54  
62,DOC_CMPS_KFP_0469,n.a.,5.10,n.a.,0.96,0.43,0.60  
63,DOC_CMPS_KFP_0470,n.a.,3.55,0.23,1.20,0.44,0.54  
64,DOC_CMPS_KFP_0471,n.a.,1.04,0.02,1.86,0.51,0.59  
65,DOC_CMPS_KFP_0472,n.a.,0.51,n.a.,0.95,0.43,0.54  
66,DOC_CMPS_KFP_0473,n.a.,0.81,n.a.,1.05,0.63,0.75  
67,DOC_CMPS_KFP_0474,n.a.,1.17,n.a.,1.34,0.61,0.70  
68,DOC_CMPS_KFP_0475,n.a.,1.10,n.a.,1.38,0.62,0.70  
69,C-20x,2.48,9.75,16.63,25.34,12.88,25.40  
70,MQ5,n.a.,0.13,n.a.,n.a.,n.a.,n.a.
71,DOC_CMPS_KFP_0476,n.a.,0.39,n.a.,n.a.,0.31,0.45  
72,DOC_CMPS_KFP_0477,n.a.,0.13,n.a.,n.a.,0.29,0.49  
73,DOC_CMPS_KFP_0426_10x,n.a.,0.15,n.a.,0.07,0.35,0.60  
74,DOC_CMPS_KFP_0427_10x,n.a.,0.14,n.a.,0.06,0.29,0.44  
75,DOC_CMPS_KFP_0428_10x,n.a.,0.16,n.a.,0.12,0.32,0.58  
76,DOC_CMPS_KFP_0429_10x,n.a.,0.15,n.a.,0.09,0.28,0.46  
77,DOC_CMPS_KFP_0430_10x,n.a.,0.15,n.a.,n.a.,0.29,0.47  
78,DOC_CMPS_KFP_0431_10x,n.a.,0.15,n.a.,0.06,0.28,0.44  
79,DOC_CMPS_KFP_0432_10x,n.a.,0.15,n.a.,0.05,0.28,0.45  
80,DOC_CMPS_KFP_0433_10x,n.a.,0.17,n.a.,0.07,0.31,0.54  
81,C-20x,2.47,9.68,16.53,25.70,12.82,25.38  
82,MQ6,n.a.,0.13,n.a.,n.a.,0.28,n.a.
83,DOC_CMPS_KFP_0434_10x,n.a.,2.25,n.a.,0.27,0.33,0.49  
84,DOC_CMPS_KFP_0435_10x,n.a.,0.44,n.a.,0.06,0.28,0.44  
85,DOC_CMPS_KFP_0436_10x,n.a.,0.51,n.a.,0.08,0.28,0.44  
86,DOC_CMPS_KFP_0437_10x,n.a.,0.13,n.a.,n.a.,n.a.,n.a.
87,DOC_CMPS_KFP_0438_10x,n.a.,0.13,n.a.,n.a.,n.a.,n.a.
88,DOC_CMPS_KFP_0439_10x,n.a.,0.78,n.a.,0.14,0.30,0.47  
89,DOC_CMPS_KFP_0440_10x,n.a.,0.71,n.a.,0.18,0.31,0.47  
90,DOC_CMPS_KFP_0441_10x,n.a.,0.54,n.a.,0.20,0.31,0.48  
91,DOC_CMPS_KFP_0442_10x,n.a.,0.17,n.a.,0.09,0.28,0.45  
92,DOC_CMPS_KFP_0443_10x,n.a.,0.19,n.a.,0.03,0.29,0.47  
93,C-20x,2.46,9.96,16.10,25.31,12.67,24.76  
94,MQ7,n.a.,0.13,n.a.,n.a.,n.a.,n.a.
95,DOC_CMPS_KFP_0444_10x,n.a.,0.31,n.a.,0.12,0.32,0.49  
96,DOC_CMPS_KFP_0445_10x,n.a.,41.46,1.61,2.42,7.04,3.99  
97,DOC_CMPS_KFP_0446_10x,n.a.,47.79,0.30,2.21,9.85,6.47  
98,DOC_CMPS_KFP_0447_10x,n.a.,45.62,0.10,2.11,7.91,4.52  
99,DOC_CMPS_KFP_0448_10x,n.a.,42.10,0.81,2.40,7.41,4.41  
100,DOC_CMPS_KFP_0449_10x,n.a.,44.08,0.72,2.42,7.84,4.55  
101,DOC_CMPS_KFP_0450_10x,n.a.,0.13,n.a.,n.a.,0.28,n.a.
102,DOC_CMPS_KFP_0451_10x,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
103,DOC_CMPS_KFP_0452_10x,n.a.,48.98,1.22,2.39,9.30,5.43  
104,DOC_CMPS_KFP_0453_10x,n.a.,44.54,n.a.,2.48,7.34,4.11  
105,C-20x,2.65,9.97,16.64,25.74,12.98,25.48  
106,MQ8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
107,DOC_CMPS_KFP_0454_10x,n.a.,46.07,n.a.,3.56,5.89,2.86  
108,DOC_CMPS_KFP_0455_10x,n.a.,53.09,0.80,2.43,10.61,7.03  
109,DOC_CMPS_KFP_0456_10x,n.a.,0.14,n.a.,n.a.,0.29,n.a.
110,DOC_CMPS_KFP_0457_10x,n.a.,0.15,n.a.,0.03,0.28,0.43  
111,DOC_CMPS_KFP_0458_10x,n.a.,0.15,n.a.,0.02,0.28,0.43  
112,DOC_CMPS_KFP_0459_10x,n.a.,0.14,n.a.,n.a.,0.28,0.43  
113,DOC_CMPS_KFP_0460_10x,n.a.,0.14,n.a.,0.03,n.a.,0.43  
114,DOC_CMPS_KFP_0461_10x,n.a.,0.14,n.a.,0.01,0.28,n.a.
115,DOC_CMPS_KFP_0462_10x,n.a.,0.15,n.a.,n.a.,n.a.,n.a.
116,DOC_CMPS_KFP_0463_10x,n.a.,0.13,n.a.,n.a.,n.a.,n.a.
117,C-20x,2.62,10.24,16.94,25.29,12.71,25.35  
118,MQ9,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
119,DOC_CMPS_KFP_0464_10x,n.a.,0.13,n.a.,n.a.,n.a.,0.42  
120,DOC_CMPS_KFP_0465_10x,n.a.,0.14,n.a.,0.01,0.28,n.a.
121,DOC_CMPS_KFP_0466_10x,n.a.,0.14,n.a.,0.01,0.28,0.43  
122,DOC_CMPS_KFP_0467_10x,n.a.,1.40,n.a.,0.07,0.28,0.44  
123,DOC_CMPS_KFP_0468_10x,n.a.,0.26,n.a.,0.01,0.28,0.43  
124,DOC_CMPS_KFP_0469_10x,n.a.,0.63,n.a.,0.03,0.28,0.43  
125,DOC_CMPS_KFP_0470_10x,n.a.,0.49,n.a.,0.06,0.28,0.43  
126,DOC_CMPS_KFP_0471_10x,n.a.,0.54,n.a.,0.11,0.28,0.43  
127,DOC_CMPS_KFP_0472_10x,n.a.,0.15,n.a.,0.03,0.28,n.a.
128,DOC_CMPS_KFP_0473_10x,n.a.,0.18,n.a.,0.04,0.29,0.44  
129,C-20x,2.60,9.97,16.68,25.53,12.93,25.65  
130,MQ10,n.a.,0.13,n.a.,n.a.,n.a.,n.a.
131,DOC_CMPS_KFP_0474_10x,n.a.,0.25,n.a.,0.15,0.28,0.43  
132,DOC_CMPS_KFP_0475_10x,n.a.,0.21,n.a.,0.08,0.28,0.44  
133,DOC_CMPS_KFP_0476_10x,n.a.,0.13,n.a.,n.a.,n.a.,n.a.
134,DOC_CMPS_KFP_0477_10x,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
135,C-20x,2.54,9.98,16.33,25.21,12.59,24.54  
136,MQ11,n.a.,0.13,n.a.,n.a.,n.a.,n.a.
,Sum:,66.153  ,1352.592  ,458.527  ,961.348  ,1128.945  ,1137.958  
,Average:,3.675  ,10.405  ,13.101  ,9.425  ,9.991  ,10.537  
,Rel.Std.Dev:,156.063 %,209.800 %,169.196 %,293.639 %,241.192 %,269.919 %
